date,outbreak_group,outbreak_subgroup,number_ongoing_outbreaks
2021-01-07,4 Workplace,12 Workplace - Farm,14
2021-01-07,4 Workplace,13 Workplace - Food Processing,23
2021-01-07,4 Workplace,14 Workplace - Other,146
2021-01-07,4 Workplace,15 Retail,49
2021-01-07,4 Workplace,16 Medical/Health Service,9
2021-01-07,5 Recreational,17 Bar/restaurant/nightclub,24
2021-01-07,5 Recreational,19 Recreational fitness,12
2021-01-07,5 Recreational,20 Personal service settings,2
2021-01-07,5 Recreational,21 Other recreation,25
2021-01-07,6 Other/Unknown,23 Other,11
2021-01-07,6 Other/Unknown,24 Unknown,6
2021-01-08,1 Congregate Care,1 Long-Term Care Homes,231
2021-01-08,1 Congregate Care,2 Hospitals,72
2021-01-08,1 Congregate Care,3 Retirement Homes,148
2021-01-08,2 Congregate Living,22 Congregate other,11
2021-01-08,2 Congregate Living,4 Group Home/Supportive Housing,80
2021-01-08,2 Congregate Living,5 Correctional Facility,7
2021-01-08,2 Congregate Living,6 Shelter,14
2021-01-08,3 Education,10 School - Post-Secondary,2
2021-01-08,3 Education,11 Child care,57
2021-01-08,3 Education,7 School - Elementary,40
2021-01-08,3 Education,8 School - Secondary,19
2021-01-08,3 Education,9 School - Elementary/Secondary,3
2021-01-08,4 Workplace,12 Workplace - Farm,14
2021-01-08,4 Workplace,13 Workplace - Food Processing,22
2021-01-08,4 Workplace,14 Workplace - Other,149
2021-01-08,4 Workplace,15 Retail,49
2021-01-08,4 Workplace,16 Medical/Health Service,9
2021-01-08,5 Recreational,17 Bar/restaurant/nightclub,24
2021-01-08,5 Recreational,19 Recreational fitness,13
2021-01-08,5 Recreational,20 Personal service settings,3
2021-01-08,5 Recreational,21 Other recreation,26
2021-01-08,6 Other/Unknown,23 Other,18
2021-01-08,6 Other/Unknown,24 Unknown,6
2021-01-09,1 Congregate Care,1 Long-Term Care Homes,240
2021-01-09,1 Congregate Care,2 Hospitals,74
2021-01-09,1 Congregate Care,3 Retirement Homes,151
2021-01-09,2 Congregate Living,22 Congregate other,11
2021-01-09,2 Congregate Living,4 Group Home/Supportive Housing,79
2021-01-09,2 Congregate Living,5 Correctional Facility,7
2021-01-09,2 Congregate Living,6 Shelter,13
2021-01-09,3 Education,10 School - Post-Secondary,2
2021-01-09,3 Education,11 Child care,47
2021-01-09,3 Education,7 School - Elementary,40
2021-01-09,3 Education,8 School - Secondary,20
2021-01-09,3 Education,9 School - Elementary/Secondary,4
2021-01-09,4 Workplace,12 Workplace - Farm,13
2021-01-09,4 Workplace,13 Workplace - Food Processing,21
2021-01-09,4 Workplace,14 Workplace - Other,146
2021-01-09,4 Workplace,15 Retail,44
2021-01-09,4 Workplace,16 Medical/Health Service,10
2021-01-09,5 Recreational,17 Bar/restaurant/nightclub,24
2021-01-09,5 Recreational,19 Recreational fitness,11
2021-01-09,5 Recreational,20 Personal service settings,2
2021-01-09,5 Recreational,21 Other recreation,26
2021-01-09,6 Other/Unknown,23 Other,18
2021-01-09,6 Other/Unknown,24 Unknown,10
2021-01-10,1 Congregate Care,1 Long-Term Care Homes,248
2021-01-10,1 Congregate Care,2 Hospitals,81
2021-01-10,1 Congregate Care,3 Retirement Homes,158
2021-01-10,2 Congregate Living,22 Congregate other,11
2021-01-10,2 Congregate Living,4 Group Home/Supportive Housing,78
2021-01-10,2 Congregate Living,5 Correctional Facility,7
2021-01-10,2 Congregate Living,6 Shelter,13
2021-01-10,3 Education,10 School - Post-Secondary,3
2021-01-10,3 Education,11 Child care,49
2021-01-10,3 Education,7 School - Elementary,39
2021-01-10,3 Education,8 School - Secondary,20
2021-01-10,3 Education,9 School - Elementary/Secondary,4
2021-01-10,4 Workplace,12 Workplace - Farm,13
2021-01-10,4 Workplace,13 Workplace - Food Processing,20
2021-01-10,4 Workplace,14 Workplace - Other,143
2021-01-10,4 Workplace,15 Retail,44
2021-01-10,4 Workplace,16 Medical/Health Service,11
2021-01-10,5 Recreational,17 Bar/restaurant/nightclub,23
2021-01-10,5 Recreational,19 Recreational fitness,10
2021-01-10,5 Recreational,20 Personal service settings,2
2021-01-10,5 Recreational,21 Other recreation,27
2021-01-10,6 Other/Unknown,23 Other,21
2021-01-10,6 Other/Unknown,24 Unknown,11
2021-01-11,1 Congregate Care,1 Long-Term Care Homes,256
2021-01-11,1 Congregate Care,2 Hospitals,82
2021-01-11,1 Congregate Care,3 Retirement Homes,159
2021-01-11,2 Congregate Living,22 Congregate other,13
2021-01-11,2 Congregate Living,4 Group Home/Supportive Housing,78
2021-01-11,2 Congregate Living,5 Correctional Facility,7
2021-01-11,2 Congregate Living,6 Shelter,15
2021-01-11,3 Education,10 School - Post-Secondary,3
2021-01-11,3 Education,11 Child care,50
2021-01-11,3 Education,7 School - Elementary,39
2021-01-11,3 Education,8 School - Secondary,20
2021-01-11,3 Education,9 School - Elementary/Secondary,4
2021-01-11,4 Workplace,12 Workplace - Farm,13
2021-01-11,4 Workplace,13 Workplace - Food Processing,20
2021-01-11,4 Workplace,14 Workplace - Other,147
2021-01-11,4 Workplace,15 Retail,45
2021-01-11,4 Workplace,16 Medical/Health Service,10
2021-01-11,5 Recreational,17 Bar/restaurant/nightclub,22
2021-01-11,5 Recreational,19 Recreational fitness,10
2021-01-11,5 Recreational,20 Personal service settings,2
2021-01-11,5 Recreational,21 Other recreation,27
2021-01-11,6 Other/Unknown,23 Other,21
2021-01-11,6 Other/Unknown,24 Unknown,12
2021-01-12,1 Congregate Care,1 Long-Term Care Homes,261
2021-01-12,1 Congregate Care,2 Hospitals,84
2021-01-12,1 Congregate Care,3 Retirement Homes,162
2021-01-12,2 Congregate Living,22 Congregate other,15
2021-01-12,2 Congregate Living,4 Group Home/Supportive Housing,83
2021-01-12,2 Congregate Living,5 Correctional Facility,7
2021-01-12,2 Congregate Living,6 Shelter,15
2021-01-12,3 Education,10 School - Post-Secondary,3
2021-01-12,3 Education,11 Child care,53
2021-01-12,3 Education,7 School - Elementary,39
2021-01-12,3 Education,8 School - Secondary,19
2021-01-12,3 Education,9 School - Elementary/Secondary,4
2021-01-12,4 Workplace,12 Workplace - Farm,13
2021-01-12,4 Workplace,13 Workplace - Food Processing,20
2021-01-12,4 Workplace,14 Workplace - Other,145
2021-01-12,4 Workplace,15 Retail,45
2021-01-12,4 Workplace,16 Medical/Health Service,10
2021-01-12,5 Recreational,17 Bar/restaurant/nightclub,21
2021-01-12,5 Recreational,19 Recreational fitness,9
2021-01-12,5 Recreational,20 Personal service settings,2
2021-01-12,5 Recreational,21 Other recreation,27
2021-01-12,6 Other/Unknown,23 Other,25
2021-01-12,6 Other/Unknown,24 Unknown,10
2021-01-13,1 Congregate Care,1 Long-Term Care Homes,257
2021-01-13,1 Congregate Care,2 Hospitals,85
2021-01-13,1 Congregate Care,3 Retirement Homes,164
2021-01-13,2 Congregate Living,18 Short-term accommodations,1
2021-01-13,2 Congregate Living,22 Congregate other,15
2021-01-13,2 Congregate Living,4 Group Home/Supportive Housing,86
2021-01-13,2 Congregate Living,5 Correctional Facility,7
2021-01-13,2 Congregate Living,6 Shelter,15
2021-01-13,3 Education,10 School - Post-Secondary,5
2021-01-13,3 Education,11 Child care,54
2021-01-13,3 Education,7 School - Elementary,35
2021-01-13,3 Education,8 School - Secondary,17
2021-01-13,3 Education,9 School - Elementary/Secondary,4
2021-01-13,4 Workplace,12 Workplace - Farm,17
2021-01-13,4 Workplace,13 Workplace - Food Processing,25
2021-01-13,4 Workplace,14 Workplace - Other,151
2021-01-13,4 Workplace,15 Retail,48
2021-01-13,4 Workplace,16 Medical/Health Service,17
2021-01-13,5 Recreational,17 Bar/restaurant/nightclub,19
2021-01-13,5 Recreational,19 Recreational fitness,8
2021-01-13,5 Recreational,20 Personal service settings,2
2021-01-13,5 Recreational,21 Other recreation,23
2021-01-13,6 Other/Unknown,23 Other,6
2021-01-13,6 Other/Unknown,24 Unknown,5
2021-01-14,1 Congregate Care,1 Long-Term Care Homes,259
2021-01-14,1 Congregate Care,2 Hospitals,89
2021-01-14,1 Congregate Care,3 Retirement Homes,163
2021-01-14,2 Congregate Living,18 Short-term accommodations,1
2021-01-14,2 Congregate Living,22 Congregate other,15
2021-01-14,2 Congregate Living,4 Group Home/Supportive Housing,91
2021-01-14,2 Congregate Living,5 Correctional Facility,7
2021-01-14,2 Congregate Living,6 Shelter,13
2021-01-14,3 Education,10 School - Post-Secondary,5
2021-01-14,3 Education,11 Child care,53
2021-01-14,3 Education,7 School - Elementary,32
2021-01-14,3 Education,8 School - Secondary,17
2021-01-14,3 Education,9 School - Elementary/Secondary,4
2021-01-14,4 Workplace,12 Workplace - Farm,19
2021-01-14,4 Workplace,13 Workplace - Food Processing,22
2021-01-14,4 Workplace,14 Workplace - Other,150
2021-01-14,4 Workplace,15 Retail,45
2021-01-14,4 Workplace,16 Medical/Health Service,16
2021-01-14,5 Recreational,17 Bar/restaurant/nightclub,18
2021-01-14,5 Recreational,19 Recreational fitness,8
2021-01-14,5 Recreational,20 Personal service settings,3
2021-01-14,5 Recreational,21 Other recreation,23
2021-01-14,6 Other/Unknown,23 Other,7
2021-01-14,6 Other/Unknown,24 Unknown,2
2021-01-15,1 Congregate Care,1 Long-Term Care Homes,250
2021-01-15,1 Congregate Care,2 Hospitals,93
2021-01-15,1 Congregate Care,3 Retirement Homes,163
2021-01-15,2 Congregate Living,18 Short-term accommodations,1
2021-01-15,2 Congregate Living,22 Congregate other,18
2021-01-15,2 Congregate Living,4 Group Home/Supportive Housing,86
2021-01-15,2 Congregate Living,5 Correctional Facility,7
2021-01-15,2 Congregate Living,6 Shelter,15
2021-01-15,3 Education,10 School - Post-Secondary,5
2021-01-15,3 Education,11 Child care,52
2021-01-15,3 Education,7 School - Elementary,31
2021-01-15,3 Education,8 School - Secondary,16
2021-01-15,3 Education,9 School - Elementary/Secondary,4
2021-01-15,4 Workplace,12 Workplace - Farm,19
2021-01-15,4 Workplace,13 Workplace - Food Processing,20
2021-01-15,4 Workplace,14 Workplace - Other,149
2021-01-15,4 Workplace,15 Retail,44
2021-01-15,4 Workplace,16 Medical/Health Service,17
2021-01-15,5 Recreational,17 Bar/restaurant/nightclub,20
2021-01-15,5 Recreational,19 Recreational fitness,7
2021-01-15,5 Recreational,20 Personal service settings,3
2021-01-15,5 Recreational,21 Other recreation,23
2021-01-15,6 Other/Unknown,23 Other,8
2021-01-15,6 Other/Unknown,24 Unknown,4
2021-01-16,1 Congregate Care,1 Long-Term Care Homes,250
2021-01-16,1 Congregate Care,2 Hospitals,92
2021-01-16,1 Congregate Care,3 Retirement Homes,168
2021-01-16,2 Congregate Living,18 Short-term accommodations,1
2021-01-16,2 Congregate Living,22 Congregate other,20
2021-01-16,2 Congregate Living,4 Group Home/Supportive Housing,85
2021-01-16,2 Congregate Living,5 Correctional Facility,7
2021-01-16,2 Congregate Living,6 Shelter,20
2021-01-16,3 Education,10 School - Post-Secondary,4
2021-01-16,3 Education,11 Child care,59
2021-01-16,3 Education,7 School - Elementary,28
2021-01-16,3 Education,8 School - Secondary,14
2021-01-16,3 Education,9 School - Elementary/Secondary,4
2021-01-16,4 Workplace,12 Workplace - Farm,19
2021-01-16,4 Workplace,13 Workplace - Food Processing,20
2021-01-16,4 Workplace,14 Workplace - Other,155
2021-01-16,4 Workplace,15 Retail,45
2021-01-16,4 Workplace,16 Medical/Health Service,16
2021-01-16,5 Recreational,17 Bar/restaurant/nightclub,19
2021-01-16,5 Recreational,19 Recreational fitness,6
2021-01-16,5 Recreational,20 Personal service settings,3
2021-01-16,5 Recreational,21 Other recreation,24
2021-01-16,6 Other/Unknown,23 Other,10
2021-01-16,6 Other/Unknown,24 Unknown,4
2021-01-17,1 Congregate Care,1 Long-Term Care Homes,252
2021-01-17,1 Congregate Care,2 Hospitals,89
2021-01-17,1 Congregate Care,3 Retirement Homes,171
2021-01-17,2 Congregate Living,18 Short-term accommodations,1
2021-01-17,2 Congregate Living,22 Congregate other,24
2021-01-17,2 Congregate Living,4 Group Home/Supportive Housing,89
2021-01-17,2 Congregate Living,5 Correctional Facility,8
2021-01-17,2 Congregate Living,6 Shelter,19
2021-01-17,3 Education,10 School - Post-Secondary,4
2021-01-17,3 Education,11 Child care,58
2021-01-17,3 Education,7 School - Elementary,27
2021-01-17,3 Education,8 School - Secondary,14
2021-01-17,3 Education,9 School - Elementary/Secondary,4
2021-01-17,4 Workplace,12 Workplace - Farm,20
2021-01-17,4 Workplace,13 Workplace - Food Processing,20
2021-01-17,4 Workplace,14 Workplace - Other,152
2021-01-17,4 Workplace,15 Retail,43
2021-01-17,4 Workplace,16 Medical/Health Service,14
2021-01-17,5 Recreational,17 Bar/restaurant/nightclub,21
2021-01-17,5 Recreational,19 Recreational fitness,6
2021-01-17,5 Recreational,20 Personal service settings,3
2021-01-17,5 Recreational,21 Other recreation,25
2021-01-17,6 Other/Unknown,23 Other,13
2021-01-17,6 Other/Unknown,24 Unknown,4
2021-01-18,1 Congregate Care,1 Long-Term Care Homes,252
2021-01-18,1 Congregate Care,2 Hospitals,88
2021-01-18,1 Congregate Care,3 Retirement Homes,171
2021-01-18,2 Congregate Living,18 Short-term accommodations,1
2021-01-18,2 Congregate Living,22 Congregate other,24
2021-01-18,2 Congregate Living,4 Group Home/Supportive Housing,90
2021-01-18,2 Congregate Living,5 Correctional Facility,8
2021-01-18,2 Congregate Living,6 Shelter,21
2021-01-18,3 Education,10 School - Post-Secondary,4
2021-01-18,3 Education,11 Child care,58
2021-01-18,3 Education,7 School - Elementary,28
2021-01-18,3 Education,8 School - Secondary,14
2021-01-18,3 Education,9 School - Elementary/Secondary,4
2021-01-18,4 Workplace,12 Workplace - Farm,21
2021-01-18,4 Workplace,13 Workplace - Food Processing,19
2021-01-18,4 Workplace,14 Workplace - Other,158
2021-01-18,4 Workplace,15 Retail,45
2021-01-18,4 Workplace,16 Medical/Health Service,12
2021-01-18,5 Recreational,17 Bar/restaurant/nightclub,20
2021-01-18,5 Recreational,19 Recreational fitness,6
2021-01-18,5 Recreational,20 Personal service settings,3
2021-01-18,5 Recreational,21 Other recreation,24
2021-01-18,6 Other/Unknown,23 Other,14
2021-01-18,6 Other/Unknown,24 Unknown,4
2021-01-19,1 Congregate Care,1 Long-Term Care Homes,259
2021-01-19,1 Congregate Care,2 Hospitals,88
2021-01-19,1 Congregate Care,3 Retirement Homes,171
2021-01-19,2 Congregate Living,18 Short-term accommodations,1
2021-01-19,2 Congregate Living,22 Congregate other,26
2021-01-19,2 Congregate Living,4 Group Home/Supportive Housing,90
2021-01-19,2 Congregate Living,5 Correctional Facility,9
2021-01-19,2 Congregate Living,6 Shelter,20
2021-01-19,3 Education,10 School - Post-Secondary,4
2021-01-19,3 Education,11 Child care,62
2021-01-19,3 Education,7 School - Elementary,29
2021-01-19,3 Education,8 School - Secondary,14
2021-01-19,3 Education,9 School - Elementary/Secondary,4
2021-01-19,4 Workplace,12 Workplace - Farm,21
2021-01-19,4 Workplace,13 Workplace - Food Processing,19
2021-01-19,4 Workplace,14 Workplace - Other,158
2021-01-19,4 Workplace,15 Retail,44
2021-01-19,4 Workplace,16 Medical/Health Service,12
2021-01-19,5 Recreational,17 Bar/restaurant/nightclub,21
2021-01-19,5 Recreational,19 Recreational fitness,6
2021-01-19,5 Recreational,20 Personal service settings,3
2021-01-19,5 Recreational,21 Other recreation,25
2021-01-19,6 Other/Unknown,23 Other,16
2021-01-19,6 Other/Unknown,24 Unknown,4
2021-01-20,1 Congregate Care,1 Long-Term Care Homes,257
2021-01-20,1 Congregate Care,2 Hospitals,92
2021-01-20,1 Congregate Care,3 Retirement Homes,171
2021-01-20,2 Congregate Living,18 Short-term accommodations,1
2021-01-20,2 Congregate Living,22 Congregate other,24
2021-01-20,2 Congregate Living,4 Group Home/Supportive Housing,86
2021-01-20,2 Congregate Living,5 Correctional Facility,10
2021-01-20,2 Congregate Living,6 Shelter,20
2021-01-20,3 Education,10 School - Post-Secondary,3
2021-01-20,3 Education,11 Child care,68
2021-01-20,3 Education,7 School - Elementary,29
2021-01-20,3 Education,8 School - Secondary,13
2021-01-20,3 Education,9 School - Elementary/Secondary,4
2021-01-20,4 Workplace,12 Workplace - Farm,20
2021-01-20,4 Workplace,13 Workplace - Food Processing,23
2021-01-20,4 Workplace,14 Workplace - Other,157
2021-01-20,4 Workplace,15 Retail,44
2021-01-20,4 Workplace,16 Medical/Health Service,15
2021-01-20,5 Recreational,17 Bar/restaurant/nightclub,19
2021-01-20,5 Recreational,19 Recreational fitness,6
2021-01-20,5 Recreational,20 Personal service settings,2
2021-01-20,5 Recreational,21 Other recreation,23
2021-01-20,6 Other/Unknown,23 Other,6
2021-01-20,6 Other/Unknown,24 Unknown,6
2021-01-21,1 Congregate Care,1 Long-Term Care Homes,254
2021-01-21,1 Congregate Care,2 Hospitals,91
2021-01-21,1 Congregate Care,3 Retirement Homes,165
2021-01-21,2 Congregate Living,18 Short-term accommodations,1
2021-01-21,2 Congregate Living,22 Congregate other,25
2021-01-21,2 Congregate Living,4 Group Home/Supportive Housing,81
2021-01-21,2 Congregate Living,5 Correctional Facility,10
2021-01-21,2 Congregate Living,6 Shelter,21
2021-01-21,3 Education,10 School - Post-Secondary,2
2021-01-21,3 Education,11 Child care,71
2021-01-21,3 Education,7 School - Elementary,28
2021-01-21,3 Education,8 School - Secondary,11
2021-01-21,3 Education,9 School - Elementary/Secondary,4
2021-01-21,4 Workplace,12 Workplace - Farm,19
2021-01-21,4 Workplace,13 Workplace - Food Processing,24
2021-01-21,4 Workplace,14 Workplace - Other,155
2021-01-21,4 Workplace,15 Retail,46
2021-01-21,4 Workplace,16 Medical/Health Service,14
2021-01-21,5 Recreational,17 Bar/restaurant/nightclub,16
2021-01-21,5 Recreational,19 Recreational fitness,6
2021-01-21,5 Recreational,20 Personal service settings,2
2021-01-21,5 Recreational,21 Other recreation,19
2021-01-21,6 Other/Unknown,23 Other,7
2021-01-21,6 Other/Unknown,24 Unknown,9
2021-01-22,1 Congregate Care,1 Long-Term Care Homes,252
2021-01-22,1 Congregate Care,2 Hospitals,97
2021-01-22,1 Congregate Care,3 Retirement Homes,164
2021-01-22,2 Congregate Living,22 Congregate other,25
2021-01-22,2 Congregate Living,4 Group Home/Supportive Housing,75
2021-01-22,2 Congregate Living,5 Correctional Facility,10
2021-01-22,2 Congregate Living,6 Shelter,21
2021-01-22,3 Education,10 School - Post-Secondary,2
2021-01-22,3 Education,11 Child care,70
2021-01-22,3 Education,7 School - Elementary,28
2021-01-22,3 Education,8 School - Secondary,12
2021-01-22,3 Education,9 School - Elementary/Secondary,3
2021-01-22,4 Workplace,12 Workplace - Farm,19
2021-01-22,4 Workplace,13 Workplace - Food Processing,24
2021-01-22,4 Workplace,14 Workplace - Other,156
2021-01-22,4 Workplace,15 Retail,46
2021-01-22,4 Workplace,16 Medical/Health Service,11
2021-01-22,5 Recreational,17 Bar/restaurant/nightclub,16
2021-01-22,5 Recreational,19 Recreational fitness,6
2021-01-22,5 Recreational,20 Personal service settings,2
2021-01-22,5 Recreational,21 Other recreation,19
2021-01-22,6 Other/Unknown,23 Other,11
2021-01-22,6 Other/Unknown,24 Unknown,10
2021-01-23,1 Congregate Care,1 Long-Term Care Homes,242
2021-01-23,1 Congregate Care,2 Hospitals,102
2021-01-23,1 Congregate Care,3 Retirement Homes,157
2021-01-23,2 Congregate Living,22 Congregate other,27
2021-01-23,2 Congregate Living,4 Group Home/Supportive Housing,71
2021-01-23,2 Congregate Living,5 Correctional Facility,10
2021-01-23,2 Congregate Living,6 Shelter,21
2021-01-23,3 Education,10 School - Post-Secondary,2
2021-01-23,3 Education,11 Child care,72
2021-01-23,3 Education,7 School - Elementary,28
2021-01-23,3 Education,8 School - Secondary,13
2021-01-23,3 Education,9 School - Elementary/Secondary,2
2021-01-23,4 Workplace,12 Workplace - Farm,20
2021-01-23,4 Workplace,13 Workplace - Food Processing,23
2021-01-23,4 Workplace,14 Workplace - Other,158
2021-01-23,4 Workplace,15 Retail,46
2021-01-23,4 Workplace,16 Medical/Health Service,8
2021-01-23,5 Recreational,17 Bar/restaurant/nightclub,17
2021-01-23,5 Recreational,19 Recreational fitness,6
2021-01-23,5 Recreational,20 Personal service settings,2
2021-01-23,5 Recreational,21 Other recreation,20
2021-01-23,6 Other/Unknown,23 Other,18
2021-01-23,6 Other/Unknown,24 Unknown,11
2021-01-24,1 Congregate Care,1 Long-Term Care Homes,242
2021-01-24,1 Congregate Care,2 Hospitals,101
2021-01-24,1 Congregate Care,3 Retirement Homes,161
2021-01-24,2 Congregate Living,22 Congregate other,29
2021-01-24,2 Congregate Living,4 Group Home/Supportive Housing,74
2021-01-24,2 Congregate Living,5 Correctional Facility,10
2021-01-24,2 Congregate Living,6 Shelter,21
2021-01-24,3 Education,10 School - Post-Secondary,2
2021-01-24,3 Education,11 Child care,74
2021-01-24,3 Education,7 School - Elementary,28
2021-01-24,3 Education,8 School - Secondary,13
2021-01-24,3 Education,9 School - Elementary/Secondary,2
2021-01-24,4 Workplace,12 Workplace - Farm,19
2021-01-24,4 Workplace,13 Workplace - Food Processing,21
2021-01-24,4 Workplace,14 Workplace - Other,156
2021-01-24,4 Workplace,15 Retail,46
2021-01-24,4 Workplace,16 Medical/Health Service,8
2021-01-24,5 Recreational,17 Bar/restaurant/nightclub,18
2021-01-24,5 Recreational,19 Recreational fitness,6
2021-01-24,5 Recreational,20 Personal service settings,2
2021-01-24,5 Recreational,21 Other recreation,21
2021-01-24,6 Other/Unknown,23 Other,21
2021-01-24,6 Other/Unknown,24 Unknown,12
2021-01-25,1 Congregate Care,1 Long-Term Care Homes,244
2021-01-25,1 Congregate Care,2 Hospitals,99
2021-01-25,1 Congregate Care,3 Retirement Homes,160
2021-01-25,2 Congregate Living,22 Congregate other,30
2021-01-25,2 Congregate Living,4 Group Home/Supportive Housing,73
2021-01-25,2 Congregate Living,5 Correctional Facility,10
2021-01-25,2 Congregate Living,6 Shelter,22
2021-01-25,3 Education,10 School - Post-Secondary,2
2021-01-25,3 Education,11 Child care,73
2021-01-25,3 Education,7 School - Elementary,28
2021-01-25,3 Education,8 School - Secondary,13
2021-01-25,3 Education,9 School - Elementary/Secondary,2
2021-01-25,4 Workplace,12 Workplace - Farm,20
2021-01-25,4 Workplace,13 Workplace - Food Processing,21
2021-01-25,4 Workplace,14 Workplace - Other,154
2021-01-25,4 Workplace,15 Retail,45
2021-01-25,4 Workplace,16 Medical/Health Service,8
2021-01-25,5 Recreational,17 Bar/restaurant/nightclub,19
2021-01-25,5 Recreational,19 Recreational fitness,6
2021-01-25,5 Recreational,20 Personal service settings,2
2021-01-25,5 Recreational,21 Other recreation,22
2021-01-25,6 Other/Unknown,23 Other,22
2021-01-25,6 Other/Unknown,24 Unknown,12
2021-01-26,1 Congregate Care,1 Long-Term Care Homes,253
2021-01-26,1 Congregate Care,2 Hospitals,98
2021-01-26,1 Congregate Care,3 Retirement Homes,153
2021-01-26,2 Congregate Living,22 Congregate other,27
2021-01-26,2 Congregate Living,4 Group Home/Supportive Housing,75
2021-01-26,2 Congregate Living,5 Correctional Facility,9
2021-01-26,2 Congregate Living,6 Shelter,23
2021-01-26,3 Education,10 School - Post-Secondary,1
2021-01-26,3 Education,11 Child care,63
2021-01-26,3 Education,7 School - Elementary,23
2021-01-26,3 Education,8 School - Secondary,14
2021-01-26,3 Education,9 School - Elementary/Secondary,2
2021-01-26,4 Workplace,12 Workplace - Farm,20
2021-01-26,4 Workplace,13 Workplace - Food Processing,14
2021-01-26,4 Workplace,14 Workplace - Other,130
2021-01-26,4 Workplace,15 Retail,38
2021-01-26,4 Workplace,16 Medical/Health Service,7
2021-01-26,5 Recreational,17 Bar/restaurant/nightclub,16
2021-01-26,5 Recreational,19 Recreational fitness,3
2021-01-26,5 Recreational,21 Other recreation,14
2021-01-26,6 Other/Unknown,23 Other,25
2021-01-26,6 Other/Unknown,24 Unknown,11
2021-01-27,1 Congregate Care,1 Long-Term Care Homes,245
2021-01-27,1 Congregate Care,2 Hospitals,94
2021-01-27,1 Congregate Care,3 Retirement Homes,154
2021-01-27,2 Congregate Living,18 Short-term accommodations,1
2021-01-27,2 Congregate Living,22 Congregate other,27
2021-01-27,2 Congregate Living,4 Group Home/Supportive Housing,71
2021-01-27,2 Congregate Living,5 Correctional Facility,8
2021-01-27,2 Congregate Living,6 Shelter,25
2021-01-27,3 Education,10 School - Post-Secondary,2
2021-01-27,3 Education,11 Child care,60
2021-01-27,3 Education,7 School - Elementary,23
2021-01-27,3 Education,8 School - Secondary,15
2021-01-27,3 Education,9 School - Elementary/Secondary,3
2021-01-27,4 Workplace,12 Workplace - Farm,20
2021-01-27,4 Workplace,13 Workplace - Food Processing,15
2021-01-27,4 Workplace,14 Workplace - Other,136
2021-01-27,4 Workplace,15 Retail,36
2021-01-27,4 Workplace,16 Medical/Health Service,7
2021-01-27,5 Recreational,17 Bar/restaurant/nightclub,14
2021-01-27,5 Recreational,19 Recreational fitness,3
2021-01-27,5 Recreational,21 Other recreation,14
2021-01-27,6 Other/Unknown,23 Other,31
2021-01-27,6 Other/Unknown,24 Unknown,10
2021-01-28,1 Congregate Care,1 Long-Term Care Homes,240
2021-01-28,1 Congregate Care,2 Hospitals,87
2021-01-28,1 Congregate Care,3 Retirement Homes,151
2021-01-28,2 Congregate Living,18 Short-term accommodations,1
2021-01-28,2 Congregate Living,22 Congregate other,28
2021-01-28,2 Congregate Living,4 Group Home/Supportive Housing,69
2021-01-28,2 Congregate Living,5 Correctional Facility,8
2021-01-28,2 Congregate Living,6 Shelter,25
2021-01-28,3 Education,10 School - Post-Secondary,2
2021-01-28,3 Education,11 Child care,56
2021-01-28,3 Education,7 School - Elementary,18
2021-01-28,3 Education,8 School - Secondary,16
2021-01-28,3 Education,9 School - Elementary/Secondary,3
2021-01-28,4 Workplace,12 Workplace - Farm,21
2021-01-28,4 Workplace,13 Workplace - Food Processing,19
2021-01-28,4 Workplace,14 Workplace - Other,145
2021-01-28,4 Workplace,15 Retail,31
2021-01-28,4 Workplace,16 Medical/Health Service,9
2021-01-28,5 Recreational,17 Bar/restaurant/nightclub,13
2021-01-28,5 Recreational,19 Recreational fitness,3
2021-01-28,5 Recreational,21 Other recreation,13
2021-01-28,6 Other/Unknown,23 Other,20
2021-01-28,6 Other/Unknown,24 Unknown,8
2021-01-29,1 Congregate Care,1 Long-Term Care Homes,239
2021-01-29,1 Congregate Care,2 Hospitals,88
2021-01-29,1 Congregate Care,3 Retirement Homes,148
2021-01-29,2 Congregate Living,18 Short-term accommodations,2
2021-01-29,2 Congregate Living,22 Congregate other,26
2021-01-29,2 Congregate Living,4 Group Home/Supportive Housing,65
2021-01-29,2 Congregate Living,5 Correctional Facility,9
2021-01-29,2 Congregate Living,6 Shelter,25
2021-01-29,3 Education,10 School - Post-Secondary,3
2021-01-29,3 Education,11 Child care,60
2021-01-29,3 Education,7 School - Elementary,17
2021-01-29,3 Education,8 School - Secondary,15
2021-01-29,3 Education,9 School - Elementary/Secondary,3
2021-01-29,4 Workplace,12 Workplace - Farm,21
2021-01-29,4 Workplace,13 Workplace - Food Processing,20
2021-01-29,4 Workplace,14 Workplace - Other,139
2021-01-29,4 Workplace,15 Retail,31
2021-01-29,4 Workplace,16 Medical/Health Service,10
2021-01-29,5 Recreational,17 Bar/restaurant/nightclub,13
2021-01-29,5 Recreational,19 Recreational fitness,3
2021-01-29,5 Recreational,21 Other recreation,13
2021-01-29,6 Other/Unknown,23 Other,17
2021-01-29,6 Other/Unknown,24 Unknown,8
2021-01-30,1 Congregate Care,1 Long-Term Care Homes,241
2021-01-30,1 Congregate Care,2 Hospitals,89
2021-01-30,1 Congregate Care,3 Retirement Homes,142
2021-01-30,2 Congregate Living,18 Short-term accommodations,3
