Name;Organisation;Country;Pays;URL;Description;Location;Latitude;Longitude;Code En;Code Fr;Country Slug;Column 1;Column 9;Thematic;Portal typology;Column 14;Column 15;Column 16;Column 17;Code Es
Dundee City Open Data;Dundee City Council;United Kingdom;Royaume-Uni;https://data.dundeecity.gov.uk;Geospatial,Population & Society,Environment, Council & Democracy, Health & Social Care,Transport, Economy, Industry, Land & Property,Art & Culture,Education,Tourism,Energy,Sport;56.4746755,-3.0368731;56.4746755;-3.0368731;United Kingdom - Dundee City Open Data;Royaume-Uni - Dundee City Open Data;united-kingdom;;;Local Government;Public Sector, Local Level;;;;;Dundee City Open Data
Enschede Open Data Catalogue;Gemeente Enschede (municipality Of Enschede);Netherlands;Pays-Bas;http://opendata.enschede.nl;"The open data publishing platform for the city of Enschede. Comes with various data formats.

Built with the Ariadne CMS (php based), on top of PostgresSQL to deliver the data.";52.218333,6.895833;52.218333;6.895833;Netherlands - Enschede Open Data Catalogue;Pays-Bas - Enschede Open Data Catalogue;netherlands;;;Local Government;Public Sector, Local Level;;;;;Países Bajos - Enschede Open Data Catalogue
environment.data.gov.uk;Environment Agency;United Kingdom;Royaume-Uni;http://environment.data.gov.uk;Environment, flooding, water, business, waste;51.45176,-2.602816;51.451760;-2.602816;United Kingdom - environment.data.gov.uk;Royaume-Uni - environment.data.gov.uk;united-kingdom;;;Environment;Public Sector, National Level;;;;;environment.data.gov.uk
Forestry Commission;Forestry Commission;United Kingdom;Royaume-Uni;http://data.forestry.opendata.arcgis.com;Arcgis OpenData Portal;54.3329641783,-2.21639967339;54.33296418;-2.216399673;United Kingdom - Forestry Commission;Royaume-Uni - Forestry Commission;united-kingdom;;;Environment;Public Sector, National Level;;;;;Reino Unido - Forestry Commission
GANADatos;Gobernación de Nariño;Colombia;Colombie;https://datos.narino.gov.co;Agricultura, Ambiente, Cooperación Internacional, Cultura, Deportes, Despacho, Educación, Gobierno Abierto, Género e Inclusión, Hacienda, Infraestructura, Paz, Riesgos, Salud, TIC, Turismo;1.2143288,-77.2794886;1.2143288;-77.2794886;Colombia - GANADatos;Colombie - GANADatos;colombia;;;Administration,Economy,Statistics;Public Sector, National Level;;;;;GANADatos
Georgia Data;Georgia Technology Authority (GTA);United States;Etats-Unis;https://data.georgia.gov;Health, Education;33.7676338,-84.5606893;33.7676338;-84.5606893;United States - Georgia Data;Etats-Unis - Georgia Data;united-states;;;Local Government;Public Sector, Local Level;;;;;Georgia Data
Gipuzkoa Irekia;Diputación Foral de Gipuzkoa, los organismos autónomos forales Uliazpi y Kabia, las sociedades forales mercantiles Bidegi, Itten, e Izfe, y las Juntas Generales de Gipuzkoa;Spain;Espagne;http://www.gipuzkoairekia.eus;It is the unified platform for Open Government, that offers joint information about the historical territory of Gipuzkoa.;43.2919623,-1.9803264;43.2919623;-1.980326;Spain - Gipuzkoa Irekia;Espagne - Gipuzkoa Irekia;spain;;;Local Government;Public Sector, Local Level;;;;;España - Gipuzkoa Irekia
Herne Open Data;Germany;Germany;Allemagne;http://www.herne.de/kommunen/herne/ttw.nsf/id/DE_Open-Data;Open Data Herne;51.5369,7.2009;51.5369;01/07/2009;Germany - Herne Open Data;Allemagne - Herne Open Data;germany;;;Local Government;Public Sector, Local Level;;;;;Alemania - Herne Open Data
HNIT-BALTICUAB Arc GIS Onlinedemopaskyra;HNIT-BALTICUAB Arc GIS Onlinedemopaskyra;France;France;http://data.hb.opendata.arcgis.com;Arcgis OpenData Portal;48.0391198631,4.35859175272;48.03911986;4.358591753;France - HNIT-BALTICUAB Arc GIS Onlinedemopaskyra;France - HNIT-BALTICUAB Arc GIS Onlinedemopaskyra;france;;;Geospatial;Others (Associations, Universities);;;;;Francia - HNIT-BALTICUAB Arc GIS Onlinedemopaskyra
Honolulu Open Geospatial Data;Honolulu Open Geospatial Data;United States;Etats-Unis;http://honolulu.cchnl.opendata.arcgis.com;Arcgis OpenData Portal;21.4809192957,-157.9685;21.4809193;-157.9685;United States - Honolulu Open Geospatial Data;Etats-Unis - Honolulu Open Geospatial Data;united-states;;;Local Government,Geospatial;Public Sector, Local Level;;;;;Estados Unidos de América - Honolulu Open Geospatial Data
Icelandic Meteorological Office;Iceland;Iceland;Islande;http://vedur.is;;65.0,-18.0;65;-18;Iceland - Icelandic Meteorological Office;Islande - Icelandic Meteorological Office;iceland;;;Weather Forecast;Public Sector, National Level;;;;;Islandia - Icelandic Meteorological Office
Instituto Geográfico Nacional Agustin Codazzi;Colombia;Colombia;Colombie;http://igac.gov.co;;4.6413658,-74.1032593;4.6413658;-74.1032593;Colombia - Instituto Geográfico Nacional Agustin Codazzi;Colombie - Instituto Geográfico Nacional Agustin Codazzi;colombia;;;Geospatial;Public Sector, National Level;;;;;Colombia - Instituto Geográfico Nacional Agustin Codazzi
Instituto Nacional De Estadística;Guatemala;Guatemala;Guatemala;http://ine.gob.gt;;14.6133,-90.5353;14.6133;-90.5353;Guatemala - Instituto Nacional De Estadística;Guatemala - Instituto Nacional De Estadística;guatemala;;;Statistics;Public Sector, National Level;;;;;Guatemala - Instituto Nacional De Estadística
Instituto Nacional De Estadística De Bolivia;Bolivia, Plurinational State Of;Bolivia;Bolivie;http://www.ine.gob.bo;;-16.5023775,-68.1336451;-16.5023775;-68.1336451;Bolivia - Instituto Nacional De Estadística De Bolivia;Bolivie - Instituto Nacional De Estadística De Bolivia;bolivia;;;Statistics;Public Sector, National Level;;;;;Bolivia - Instituto Nacional De Estadística De Bolivia
Jill E's Open Data;Jill E's Open Data;United States;Etats-Unis;http://data24.ess.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093,-95.2214201166;38.14549631;-95.22142012;United States - Jill E's Open Data;Etats-Unis - Jill E's Open Data;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Jill E's Open Data
Kalmarkommun;Kalmarkommun;Sweden;Suède;http://data.kalmar.opendata.arcgis.com;Arcgis OpenData Portal;56.6634447,16.356778;56.6634447;16.356778;Sweden - Kalmarkommun;Suède - Kalmarkommun;sweden;;;Local Government;Public Sector, Local Level;;;;;Suecia - Kalmarkommun
Launceston City Council Data;Launceston City Council;Australia;Australie;http://data.gov.au/organization/cityoflaunceston;Launceston City Council open data;-41.435512,147.137185;-41.435512;147.137185;Australia - Launceston City Council Data;Australie - Launceston City Council Data;australia;;;Local Government;Public Sector, Local Level;;;;;Australia - Launceston City Council Data
Le Perreux-sur-Marne;Le Perreux-sur-Marne;France;France;http://www.data.gouv.fr/fr/organizations/le-perreux-sur-marne;;48.8433156,2.4870224;48.8433156;2.4870224;France - Le Perreux-sur-Marne;France - Le Perreux-sur-Marne;france;;;Local Government;Public Sector, Local Level;;;;;Francia - Le Perreux-sur-Marne
Lexington, Ky Open Data;United States;United States;Etats-Unis;http://data.lexingtonky.gov;;38.0297,-84.4947;38.0297;-84.4947;United States - Lexington, Ky Open Data;Etats-Unis - Lexington, Ky Open Data;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Lexington, Ky Open Data
Manchester, England Open Data;United Kingdom;United Kingdom;Royaume-Uni;http://open.manchester.gov.uk/homepage/3/open_data_catalogue;;53.4667,-2.2333;53.4667;-2.2333;United Kingdom - Manchester, England Open Data;Royaume-Uni - Manchester, England Open Data;united-kingdom;;;Local Government;Public Sector, Local Level;;;;;Reino Unido - Manchester, England Open Data
Metroboston Datacommon;Boston Metropolitan Area Planning Council;United States;Etats-Unis;http://www.metrobostondatacommon.org;;42.3584308,-71.0597732;42.3584308;-71.0597732;United States - Metroboston Datacommon;Etats-Unis - Metroboston Datacommon;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Metroboston Datacommon
Michigan Datastore;United States;United States;Etats-Unis;http://www.michigan.gov/data;;42.73361,-84.54667;42.73361;-84.54667;United States - Michigan Datastore;Etats-Unis - Michigan Datastore;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Michigan Datastore
Ministry Of Education;El Salvador;El Salvador;Salvador;http://www.mined.gob.sv;;13.6667,-89.1667;13.6667;-89.1667;El Salvador - Ministry Of Education;Salvador - Ministry Of Education;el-salvador;;;Statistics;Public Sector, National Level;;;;;El Salvador - Ministry Of Education
Ministryof Forest,Environmentand Protectionof Natural Resources-Open Data;Ministryof Forest,Environmentand Protectionof Natural Resources-Open Data;Gabon;Gabon;http://gab-data.forest-atlas.org;Arcgis OpenData Portal;-0.798316923555,11.6345214844;-0.7983169236;11.63452148;Gabon - Ministryof Forest,Environmentand Protectionof Natural Resources-Open Data;Gabon - Ministryof Forest,Environmentand Protectionof Natural Resources-Open Data;gabon;;;Environment;Public Sector, National Level;;;;;Gabón - Ministryof Forest,Environmentand Protectionof Natural Resources-Open Data
Mississippi Transparency;United States;United States;Etats-Unis;http://www.transparency.mississippi.gov;;32.29889,-90.18472;32.29889;-90.18472;United States - Mississippi Transparency;Etats-Unis - Mississippi Transparency;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Mississippi Transparency
National Fire Protection Association;United States;United States;Etats-Unis;http://data.nfpa.org;;38.8951,-77.0367;38.8951;-77.0367;United States - National Fire Protection Association;Etats-Unis - National Fire Protection Association;united-states;;;Health,Environment;Others (Associations, Universities);;;;;Estados Unidos de América - National Fire Protection Association
National Institute Of Statistics;Cambodia;Cambodia;Cambodge;http://nis.gov.kh;;11.55,104.9167;11.55;104.9167;Cambodia - National Institute Of Statistics;Cambodge - National Institute Of Statistics;cambodia;;;Statistics;Public Sector, National Level;;;;;Camboya - National Institute Of Statistics
National Statistical Institute;Portugal;Portugal;Portugal;http://ine.pt;;38.7,-9.1833;38.7;-9.1833;Portugal - National Statistical Institute;Portugal - National Statistical Institute;portugal;;;Statistics;Public Sector, National Level;;;;;Portugal - National Statistical Institute
Natural Resources Canada;Canada;Canada;Canada;http://nrcan.gc.ca;;45.4,-75.6667;45.4;-75.6667;Canada - Natural Resources Canada;Canada - Natural Resources Canada;canada;;;Environment;Public Sector, National Level;;;;;Canadá - Natural Resources Canada
Ngu Geology For Society;Norway;Norway;Norvège;http://www.ngu.no;;61.0,8.0;61;8;Norway - Ngu Geology For Society;Norvège - Ngu Geology For Society;norway;;;Environment;Public Sector, National Level;;;;;Noruega - Ngu Geology For Society
Ny Dept Of Labor;United States;United States;Etats-Unis;http://esd.ny.gov/nysdatacenter.html;;42.6525,-73.75722;42.6525;-73.75722;United States - Ny Dept Of Labor;Etats-Unis - Ny Dept Of Labor;united-states;;;Statistics;Public Sector, Local Level;;;;;Estados Unidos de América - Ny Dept Of Labor
Office National De La Météorologie;Algeria;Algeria;Algerie;http://www.meteo.dz;;36.714621,3.2078507;36.714621;3.2078507;Algeria - Office National De La Météorologie;Algerie - Office National De La Météorologie;algeria;;;Weather Forecast;Public Sector, National Level;;;;;Algeria - Office National De La Météorologie
Open Colorado;Colorado Smart Communities;United States;Etats-Unis;http://data.opencolorado.org;"Community-led collection of State data.

Facilitator: Sean Hudson / Colorado Smart Communities

Runs CKAN with custom theme.";38.8338816,-104.8213634;38.8338816;-104.8213634;United States - Open Colorado;Etats-Unis - Open Colorado;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Open Colorado
Open Data Hub Italia;SciamLab;Italy;Italie;http://www.sciamlab.com/opendatahub;the classic 13 themes set by EU;41.8618064,12.4842955;41.8618064;12.4842955;Italy - Open Data Hub Italia;Italie - Open Data Hub Italia;italy;;;Administration,Statistics,Economy;Others (Associations, Universities);;;;;Italia - Open Data Hub Italia
Open Data Latinoamérica;Latin America;Chile;Chili;http://opendatalatinoamerica.org;;-33.4333,-70.6667;-33.4333;-70.6667;Chile - Open Data Latinoamérica;Chili - Open Data Latinoamérica;chile;;;Administration,Statistics,Economy;Others (Associations, Universities);;;;;Chile - Open Data Latinoamérica
Open Data Nederland;Netherlands;Netherlands;Pays-Bas;http://opendatanederland.org;A community hub for Open Data in the Netherlands.;52.3702157,4.8951679;52.3702157;4.895167899999933;Netherlands - Open Data Nederland;Pays-Bas - Open Data Nederland;netherlands;;;Administration,Statistics,Economy;Others (Associations, Universities);;;;;Países Bajos - Open Data Nederland
Open Grocery Database Project;United States;United States;Etats-Unis;http://grocery.com/open-grocery-database-project;;33.9131814,-118.3635771;33.9131814;-118.3635771;United States - Open Grocery Database Project;Etats-Unis - Open Grocery Database Project;united-states;;;Economy;Others (Associations, Universities);;;;;Estados Unidos de América - Open Grocery Database Project
Oregon Metro Open Data;Oregon Metro Open Data;United States;Etats-Unis;http://data.drcmetro.opendata.arcgis.com;Arcgis OpenData Portal;45.4711443241,-122.645;45.47114432;-122645;United States - Oregon Metro Open Data;Etats-Unis - Oregon Metro Open Data;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Oregon Metro Open Data
Ottawa, On Open Data;Canada;Canada;Canada;http://data.ottawa.ca;;45.4214,-75.6919;45.4214;-75.6919;Canada - Ottawa, On Open Data;Canada - Ottawa, On Open Data;canada;;;Local Government;Public Sector, Local Level;;;;;Canadá - Ottawa, On Open Data
Perth City Open Data;Perth and Kinross Council;United Kingdom;Royaume-Uni;https://data.pkc.gov.uk;Education, Economy and Finance, Health and Social Care, Population and Society, Smart Cities, Energy, Housing, Mapped Data;56.390556,-3.5192919;56.390556;-3.5192919;United Kingdom - Perth City Open Data;Royaume-Uni - Perth City Open Data;united-kingdom;;;Local Government;Public Sector, Local Level;;;;;Perth City Open Data
Romanian Geological Society;Romania;Romania;Roumanie;http://geosociety.ro;;44.4167,26.1;44.4167;26/01/2016;Romania - Romanian Geological Society;Roumanie - Romanian Geological Society;romania;;;Environment;Public Sector, National Level;;;;;Rumanía - Romanian Geological Society
Rotterdam Open Data Store;Rotterdam Open Data;Netherlands;Pays-Bas;http://www.rotterdamopendata.nl;"Open Data from the city of Rotterdam, Netherlands. A project of the University of Rotterdam, the city of Rotterdam, and local companies. 

Rotterdam Open Data is built using the CKAN data catalogue as a back-end to Liferay CMS. The CKAN catalogue can be accessed directly at http://data.rotterdamopendata.nl/.";51.9225,4.479167;51.9225;4.479167;Netherlands - Rotterdam Open Data Store;Pays-Bas - Rotterdam Open Data Store;netherlands;;;Local Government;Public Sector, Local Level;;;;;Países Bajos - Rotterdam Open Data Store
Servizio Meteorologico Aeronautica Militare;Italy;Italy;Italie;http://meteoam.it;;41.9,12.4833;41.9;01/12/4833;Italy - Servizio Meteorologico Aeronautica Militare;Italie - Servizio Meteorologico Aeronautica Militare;italy;;;Weather Forecast;Public Sector, National Level;;;;;Italia - Servizio Meteorologico Aeronautica Militare
State of Hawaii Open Geospatial Data Portal;Hawaii Statewide GIS Program;United States;Etats-Unis;http://geoportal.hawaii.gov;;20.4455371,-159.7545939;20.4455371;-159.7545939;United States - State of Hawaii Open Geospatial Data Portal;Etats-Unis - State of Hawaii Open Geospatial Data Portal;united-states;;;Local Government,Geospatial;Public Sector, Local Level;;;;;State of Hawaii Open Geospatial Data Portal
