date,category_grouped,outbreak_subgroup,TOTAL_CASES
2021-01-22,2 Congregate Living,CORRECTIONAL FACILITY,33
2021-01-22,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,35
2021-01-22,2 Congregate Living,SHELTER,8
2021-01-22,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-01-22,3 Education,CHILD CARE,14
2021-01-22,3 Education,SCHOOL - SECONDARY,2
2021-01-22,4 Workplace,MEDICAL/HEALTH SERVICE,3
2021-01-22,4 Workplace,RETAIL,7
2021-01-22,4 Workplace,WORKPLACE - FARM,19
2021-01-22,4 Workplace,WORKPLACE - FOOD PROCESSING,19
2021-01-22,4 Workplace,WORKPLACE - OTHER,93
2021-01-22,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,7
2021-01-22,5 Recreational,OTHER RECREATION,1
2021-01-23,1 Congregate Care,HOSPITAL,37
2021-01-23,1 Congregate Care,LONG-TERM CARE HOME,131
2021-01-23,1 Congregate Care,RETIREMENT HOME,61
2021-01-23,2 Congregate Living,CONGREGATE OTHER,16
2021-01-23,2 Congregate Living,CORRECTIONAL FACILITY,44
2021-01-23,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,7
2021-01-23,2 Congregate Living,SHELTER,6
2021-01-23,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,4
2021-01-23,3 Education,CHILD CARE,13
2021-01-23,3 Education,SCHOOL - ELEMENTARY,3
2021-01-23,3 Education,SCHOOL - ELEMENTARY/SECONDARY,3
2021-01-23,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-01-23,4 Workplace,RETAIL,8
2021-01-23,4 Workplace,WORKPLACE - FARM,30
2021-01-23,4 Workplace,WORKPLACE - FOOD PROCESSING,12
2021-01-23,4 Workplace,WORKPLACE - OTHER,69
2021-01-23,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-01-23,5 Recreational,OTHER RECREATION,4
2021-01-24,1 Congregate Care,HOSPITAL,39
2021-01-24,1 Congregate Care,LONG-TERM CARE HOME,81
2021-01-24,1 Congregate Care,RETIREMENT HOME,51
2021-01-24,2 Congregate Living,CONGREGATE OTHER,5
2021-01-24,2 Congregate Living,CORRECTIONAL FACILITY,6
2021-01-24,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,8
2021-01-24,2 Congregate Living,SHELTER,25
2021-01-24,3 Education,CHILD CARE,11
2021-01-24,3 Education,SCHOOL - ELEMENTARY,7
2021-01-24,3 Education,SCHOOL - SECONDARY,2
2021-01-24,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-01-24,4 Workplace,RETAIL,6
2021-01-24,4 Workplace,WORKPLACE - FARM,8
2021-01-24,4 Workplace,WORKPLACE - FOOD PROCESSING,26
2021-01-24,4 Workplace,WORKPLACE - OTHER,80
2021-01-25,1 Congregate Care,HOSPITAL,45
2021-01-25,1 Congregate Care,LONG-TERM CARE HOME,90
2021-01-25,1 Congregate Care,RETIREMENT HOME,23
2021-01-25,2 Congregate Living,CONGREGATE OTHER,15
2021-01-25,2 Congregate Living,CORRECTIONAL FACILITY,16
2021-01-25,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,17
2021-01-25,2 Congregate Living,SHELTER,4
2021-01-25,3 Education,CHILD CARE,14
2021-01-25,3 Education,SCHOOL - ELEMENTARY,4
2021-01-25,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-01-25,3 Education,SCHOOL - POST-SECONDARY,3
2021-01-25,3 Education,SCHOOL - SECONDARY,2
2021-01-25,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-01-25,4 Workplace,RETAIL,2
2021-01-25,4 Workplace,WORKPLACE - FARM,6
2021-01-25,4 Workplace,WORKPLACE - FOOD PROCESSING,21
2021-01-25,4 Workplace,WORKPLACE - OTHER,77
2021-01-25,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2021-01-25,5 Recreational,OTHER RECREATION,1
2021-01-26,1 Congregate Care,HOSPITAL,53
2021-01-26,1 Congregate Care,LONG-TERM CARE HOME,132
2021-01-26,1 Congregate Care,RETIREMENT HOME,41
2021-01-26,2 Congregate Living,CONGREGATE OTHER,7
2021-01-26,2 Congregate Living,CORRECTIONAL FACILITY,10
2021-01-26,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,11
2021-01-26,2 Congregate Living,SHELTER,15
2021-01-26,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-01-26,3 Education,CHILD CARE,14
2021-01-26,3 Education,SCHOOL - ELEMENTARY,3
2021-01-26,3 Education,SCHOOL - SECONDARY,1
2021-01-26,4 Workplace,MEDICAL/HEALTH SERVICE,4
2021-01-26,4 Workplace,RETAIL,10
2021-01-26,4 Workplace,WORKPLACE - FARM,11
2021-01-26,4 Workplace,WORKPLACE - FOOD PROCESSING,27
2021-01-26,4 Workplace,WORKPLACE - OTHER,70
2021-01-26,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-01-26,5 Recreational,OTHER RECREATION,4
2021-01-26,5 Recreational,RECREATIONAL FITNESS,1
2021-01-27,1 Congregate Care,HOSPITAL,57
2021-01-27,1 Congregate Care,LONG-TERM CARE HOME,143
2021-01-27,1 Congregate Care,RETIREMENT HOME,71
2021-01-27,2 Congregate Living,CONGREGATE OTHER,14
2021-01-27,2 Congregate Living,CORRECTIONAL FACILITY,47
2021-01-27,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,8
2021-01-27,2 Congregate Living,SHELTER,23
2021-01-27,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-01-27,3 Education,CHILD CARE,7
2021-01-27,3 Education,SCHOOL - ELEMENTARY,6
2021-01-27,3 Education,SCHOOL - POST-SECONDARY,2
2021-01-27,3 Education,SCHOOL - SECONDARY,3
2021-01-27,4 Workplace,MEDICAL/HEALTH SERVICE,8
2021-01-27,4 Workplace,RETAIL,4
2021-01-27,4 Workplace,WORKPLACE - FARM,8
2021-01-27,4 Workplace,WORKPLACE - FOOD PROCESSING,25
2021-01-27,4 Workplace,WORKPLACE - OTHER,78
2021-01-27,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-01-27,5 Recreational,OTHER RECREATION,6
2021-01-28,1 Congregate Care,HOSPITAL,55
2021-01-28,1 Congregate Care,LONG-TERM CARE HOME,147
2021-01-28,1 Congregate Care,RETIREMENT HOME,37
2021-01-28,2 Congregate Living,CONGREGATE OTHER,6
2021-01-28,2 Congregate Living,CORRECTIONAL FACILITY,11
2021-01-28,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,32
2021-01-28,2 Congregate Living,SHELTER,12
2021-01-28,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,4
2021-01-28,3 Education,CHILD CARE,6
2021-01-28,3 Education,SCHOOL - ELEMENTARY,5
2021-01-28,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-01-28,3 Education,SCHOOL - POST-SECONDARY,3
2021-01-28,3 Education,SCHOOL - SECONDARY,2
2021-01-28,4 Workplace,RETAIL,4
2021-01-28,4 Workplace,WORKPLACE - FARM,10
2021-01-28,4 Workplace,WORKPLACE - FOOD PROCESSING,28
2021-01-28,4 Workplace,WORKPLACE - OTHER,92
2021-01-28,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-01-28,5 Recreational,OTHER RECREATION,3
2021-01-29,1 Congregate Care,HOSPITAL,40
2021-01-29,1 Congregate Care,LONG-TERM CARE HOME,185
2021-01-29,1 Congregate Care,RETIREMENT HOME,67
2021-01-29,2 Congregate Living,CONGREGATE OTHER,5
2021-01-29,2 Congregate Living,CORRECTIONAL FACILITY,30
2021-01-29,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,13
2021-01-29,2 Congregate Living,SHELTER,18
2021-01-29,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-01-29,3 Education,CHILD CARE,7
2021-01-29,3 Education,SCHOOL - ELEMENTARY,5
2021-01-29,3 Education,SCHOOL - POST-SECONDARY,1
2021-01-29,3 Education,SCHOOL - SECONDARY,1
2021-01-29,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-01-29,4 Workplace,RETAIL,5
2021-01-29,4 Workplace,WORKPLACE - FARM,5
2021-01-29,4 Workplace,WORKPLACE - FOOD PROCESSING,19
2021-01-29,4 Workplace,WORKPLACE - OTHER,76
2021-01-29,5 Recreational,OTHER RECREATION,3
2021-01-30,1 Congregate Care,HOSPITAL,36
2021-01-30,1 Congregate Care,LONG-TERM CARE HOME,109
2021-01-30,1 Congregate Care,RETIREMENT HOME,39
2021-01-30,2 Congregate Living,CONGREGATE OTHER,2
2021-01-30,2 Congregate Living,CORRECTIONAL FACILITY,24
2021-01-30,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,28
2021-01-30,2 Congregate Living,SHELTER,9
2021-01-30,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,3
2021-01-30,3 Education,CHILD CARE,6
2021-01-30,3 Education,SCHOOL - ELEMENTARY,1
2021-01-30,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-01-30,4 Workplace,RETAIL,8
2021-01-30,4 Workplace,WORKPLACE - FARM,6
2021-01-30,4 Workplace,WORKPLACE - FOOD PROCESSING,22
2021-01-30,4 Workplace,WORKPLACE - OTHER,69
2021-01-30,5 Recreational,OTHER RECREATION,3
2021-01-31,1 Congregate Care,HOSPITAL,27
2021-01-31,1 Congregate Care,LONG-TERM CARE HOME,70
2021-01-31,1 Congregate Care,RETIREMENT HOME,33
2021-01-31,2 Congregate Living,CONGREGATE OTHER,3
2021-01-31,2 Congregate Living,CORRECTIONAL FACILITY,30
2021-01-31,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,7
2021-01-31,2 Congregate Living,SHELTER,9
2021-01-31,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-01-31,3 Education,CHILD CARE,7
2021-01-31,3 Education,SCHOOL - ELEMENTARY,2
2021-01-31,3 Education,SCHOOL - POST-SECONDARY,1
2021-01-31,3 Education,SCHOOL - SECONDARY,1
2021-01-31,4 Workplace,MEDICAL/HEALTH SERVICE,3
2021-01-31,4 Workplace,RETAIL,5
2021-01-31,4 Workplace,WORKPLACE - FARM,10
2021-01-31,4 Workplace,WORKPLACE - FOOD PROCESSING,21
2021-01-31,4 Workplace,WORKPLACE - OTHER,55
2021-02-01,1 Congregate Care,HOSPITAL,19
2021-02-01,1 Congregate Care,LONG-TERM CARE HOME,41
2021-02-01,1 Congregate Care,RETIREMENT HOME,18
2021-02-01,2 Congregate Living,CONGREGATE OTHER,2
2021-02-01,2 Congregate Living,CORRECTIONAL FACILITY,6
2021-02-01,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,10
2021-02-01,2 Congregate Living,SHELTER,14
2021-02-01,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-02-01,3 Education,CHILD CARE,11
2021-02-01,3 Education,SCHOOL - ELEMENTARY,4
2021-02-01,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-01,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-02-01,4 Workplace,RETAIL,6
2021-02-01,4 Workplace,WORKPLACE - FARM,25
2021-02-01,4 Workplace,WORKPLACE - FOOD PROCESSING,24
2021-02-01,4 Workplace,WORKPLACE - OTHER,52
2021-02-01,5 Recreational,OTHER RECREATION,3
2021-02-01,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-02-02,1 Congregate Care,HOSPITAL,29
2021-02-02,1 Congregate Care,LONG-TERM CARE HOME,95
2021-02-02,1 Congregate Care,RETIREMENT HOME,24
2021-02-02,2 Congregate Living,CORRECTIONAL FACILITY,17
2021-02-02,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,14
2021-02-02,2 Congregate Living,SHELTER,17
2021-02-02,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-02-02,3 Education,CHILD CARE,17
2021-02-02,3 Education,SCHOOL - ELEMENTARY,2
2021-02-02,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-02,3 Education,SCHOOL - POST-SECONDARY,1
2021-02-02,3 Education,SCHOOL - SECONDARY,1
2021-02-02,4 Workplace,MEDICAL/HEALTH SERVICE,2
2021-02-02,4 Workplace,RETAIL,6
2021-02-02,4 Workplace,WORKPLACE - FARM,17
2021-02-02,4 Workplace,WORKPLACE - FOOD PROCESSING,18
2021-02-02,4 Workplace,WORKPLACE - OTHER,59
2021-02-02,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-02-02,5 Recreational,OTHER RECREATION,7
2021-02-03,1 Congregate Care,HOSPITAL,32
2021-02-03,1 Congregate Care,LONG-TERM CARE HOME,103
2021-02-03,1 Congregate Care,RETIREMENT HOME,28
2021-02-03,2 Congregate Living,CONGREGATE OTHER,4
2021-02-03,2 Congregate Living,CORRECTIONAL FACILITY,70
2021-02-03,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,6
2021-02-03,2 Congregate Living,SHELTER,9
2021-02-03,3 Education,CHILD CARE,12
2021-02-03,3 Education,SCHOOL - ELEMENTARY,2
2021-02-03,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-03,4 Workplace,MEDICAL/HEALTH SERVICE,6
2021-02-03,4 Workplace,RETAIL,10
2021-02-03,4 Workplace,WORKPLACE - FARM,10
2021-02-03,4 Workplace,WORKPLACE - FOOD PROCESSING,24
2021-02-03,4 Workplace,WORKPLACE - OTHER,50
2021-02-03,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-02-03,5 Recreational,OTHER RECREATION,4
2021-02-03,5 Recreational,PERSONAL SERVICE SETTINGS,1
2021-02-04,1 Congregate Care,HOSPITAL,30
2021-02-04,1 Congregate Care,LONG-TERM CARE HOME,64
2021-02-04,1 Congregate Care,RETIREMENT HOME,41
2021-02-04,2 Congregate Living,CONGREGATE OTHER,1
2021-02-04,2 Congregate Living,CORRECTIONAL FACILITY,9
2021-02-04,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,15
2021-02-04,2 Congregate Living,SHELTER,7
2021-02-04,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-02-04,3 Education,CHILD CARE,9
2021-02-04,3 Education,SCHOOL - ELEMENTARY,8
2021-02-04,4 Workplace,RETAIL,6
2021-02-04,4 Workplace,WORKPLACE - FARM,9
2021-02-04,4 Workplace,WORKPLACE - FOOD PROCESSING,11
2021-02-04,4 Workplace,WORKPLACE - OTHER,46
2021-02-04,5 Recreational,OTHER RECREATION,6
2021-02-05,1 Congregate Care,HOSPITAL,22
2021-02-05,1 Congregate Care,LONG-TERM CARE HOME,63
2021-02-05,1 Congregate Care,RETIREMENT HOME,23
2021-02-05,2 Congregate Living,CONGREGATE OTHER,3
2021-02-05,2 Congregate Living,CORRECTIONAL FACILITY,21
2021-02-05,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,27
2021-02-05,2 Congregate Living,SHELTER,42
2021-02-05,3 Education,CHILD CARE,11
2021-02-05,3 Education,SCHOOL - ELEMENTARY,1
2021-02-05,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-05,3 Education,SCHOOL - SECONDARY,1
2021-02-05,4 Workplace,MEDICAL/HEALTH SERVICE,5
2021-02-05,4 Workplace,RETAIL,4
2021-02-05,4 Workplace,WORKPLACE - FARM,21
2021-02-05,4 Workplace,WORKPLACE - FOOD PROCESSING,8
2021-02-05,4 Workplace,WORKPLACE - OTHER,67
2021-02-05,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,5
2021-02-05,5 Recreational,OTHER RECREATION,5
2021-02-05,6 Other/Unknown,OTHER,2
2021-02-06,1 Congregate Care,HOSPITAL,10
2021-02-06,1 Congregate Care,LONG-TERM CARE HOME,31
2021-02-06,1 Congregate Care,RETIREMENT HOME,18
2021-02-06,2 Congregate Living,CONGREGATE OTHER,1
2021-02-06,2 Congregate Living,CORRECTIONAL FACILITY,8
2021-02-06,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,30
2021-02-06,2 Congregate Living,SHELTER,31
2021-02-06,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,3
2021-02-06,3 Education,CHILD CARE,12
2021-02-06,3 Education,SCHOOL - ELEMENTARY,2
2021-02-06,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-06,4 Workplace,RETAIL,6
2021-02-06,4 Workplace,WORKPLACE - FARM,9
2021-02-06,4 Workplace,WORKPLACE - FOOD PROCESSING,7
2021-02-06,4 Workplace,WORKPLACE - OTHER,74
2021-02-06,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-02-06,5 Recreational,OTHER RECREATION,17
2021-02-07,1 Congregate Care,HOSPITAL,21
2021-02-07,1 Congregate Care,LONG-TERM CARE HOME,23
2021-02-07,1 Congregate Care,RETIREMENT HOME,13
2021-02-07,2 Congregate Living,CORRECTIONAL FACILITY,1
2021-02-07,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,30
2021-02-07,2 Congregate Living,SHELTER,5
2021-02-07,3 Education,CHILD CARE,10
2021-02-07,3 Education,SCHOOL - ELEMENTARY,1
2021-02-07,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-07,4 Workplace,RETAIL,7
2021-02-07,4 Workplace,WORKPLACE - FARM,15
2021-02-07,4 Workplace,WORKPLACE - FOOD PROCESSING,4
2021-02-07,4 Workplace,WORKPLACE - OTHER,40
2021-02-07,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-02-07,5 Recreational,OTHER RECREATION,23
2021-02-07,6 Other/Unknown,OTHER,1
2021-02-08,1 Congregate Care,HOSPITAL,24
2021-02-08,1 Congregate Care,LONG-TERM CARE HOME,20
2021-02-08,1 Congregate Care,RETIREMENT HOME,2
2021-02-08,2 Congregate Living,CORRECTIONAL FACILITY,24
2021-02-08,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,4
2021-02-08,2 Congregate Living,SHELTER,4
2021-02-08,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-02-08,3 Education,CHILD CARE,12
2021-02-08,3 Education,SCHOOL - ELEMENTARY,5
2021-02-08,3 Education,SCHOOL - SECONDARY,1
2021-02-08,4 Workplace,RETAIL,2
2021-02-08,4 Workplace,WORKPLACE - FARM,8
2021-02-08,4 Workplace,WORKPLACE - FOOD PROCESSING,4
2021-02-08,4 Workplace,WORKPLACE - OTHER,45
2021-02-08,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,2
2021-02-08,5 Recreational,OTHER RECREATION,8
2021-02-09,1 Congregate Care,HOSPITAL,17
2021-02-09,1 Congregate Care,LONG-TERM CARE HOME,44
2021-02-09,1 Congregate Care,RETIREMENT HOME,19
2021-02-09,2 Congregate Living,CONGREGATE OTHER,2
2021-02-09,2 Congregate Living,CORRECTIONAL FACILITY,16
2021-02-09,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,9
2021-02-09,2 Congregate Living,SHELTER,16
2021-02-09,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-02-09,3 Education,CHILD CARE,11
2021-02-09,3 Education,SCHOOL - ELEMENTARY,4
2021-02-09,3 Education,SCHOOL - SECONDARY,1
2021-02-09,4 Workplace,RETAIL,5
2021-02-09,4 Workplace,WORKPLACE - FARM,3
2021-02-09,4 Workplace,WORKPLACE - FOOD PROCESSING,9
2021-02-09,4 Workplace,WORKPLACE - OTHER,57
2021-02-09,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,1
2021-02-09,5 Recreational,OTHER RECREATION,8
2021-02-10,1 Congregate Care,HOSPITAL,16
2021-02-10,1 Congregate Care,LONG-TERM CARE HOME,54
2021-02-10,1 Congregate Care,RETIREMENT HOME,25
2021-02-10,2 Congregate Living,CONGREGATE OTHER,3
2021-02-10,2 Congregate Living,CORRECTIONAL FACILITY,15
2021-02-10,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,22
2021-02-10,2 Congregate Living,SHELTER,19
2021-02-10,3 Education,CHILD CARE,8
2021-02-10,3 Education,SCHOOL - ELEMENTARY,4
2021-02-10,4 Workplace,RETAIL,4
2021-02-10,4 Workplace,WORKPLACE - FARM,6
2021-02-10,4 Workplace,WORKPLACE - FOOD PROCESSING,3
2021-02-10,4 Workplace,WORKPLACE - OTHER,74
2021-02-10,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,5
2021-02-10,5 Recreational,OTHER RECREATION,9
2021-02-10,6 Other/Unknown,OTHER,1
2021-02-11,1 Congregate Care,HOSPITAL,20
2021-02-11,1 Congregate Care,LONG-TERM CARE HOME,30
2021-02-11,1 Congregate Care,RETIREMENT HOME,15
2021-02-11,2 Congregate Living,CONGREGATE OTHER,2
2021-02-11,2 Congregate Living,CORRECTIONAL FACILITY,7
2021-02-11,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,13
2021-02-11,2 Congregate Living,SHELTER,29
2021-02-11,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-02-11,3 Education,CHILD CARE,13
2021-02-11,3 Education,SCHOOL - ELEMENTARY,7
2021-02-11,3 Education,SCHOOL - SECONDARY,2
2021-02-11,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-11,4 Workplace,RETAIL,3
2021-02-11,4 Workplace,WORKPLACE - FARM,8
2021-02-11,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-02-11,4 Workplace,WORKPLACE - OTHER,49
2021-02-11,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-02-11,5 Recreational,OTHER RECREATION,25
2021-02-12,1 Congregate Care,HOSPITAL,15
2021-02-12,1 Congregate Care,LONG-TERM CARE HOME,26
2021-02-12,1 Congregate Care,RETIREMENT HOME,15
2021-02-12,2 Congregate Living,CONGREGATE OTHER,3
2021-02-12,2 Congregate Living,CORRECTIONAL FACILITY,28
2021-02-12,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,15
2021-02-12,2 Congregate Living,SHELTER,23
2021-02-12,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-02-12,3 Education,CHILD CARE,9
2021-02-12,3 Education,SCHOOL - ELEMENTARY,2
2021-02-12,4 Workplace,MEDICAL/HEALTH SERVICE,4
2021-02-12,4 Workplace,RETAIL,7
2021-02-12,4 Workplace,WORKPLACE - FARM,8
2021-02-12,4 Workplace,WORKPLACE - FOOD PROCESSING,4
2021-02-12,4 Workplace,WORKPLACE - OTHER,42
2021-02-12,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-02-12,5 Recreational,OTHER RECREATION,31
2021-02-13,1 Congregate Care,HOSPITAL,22
2021-02-13,1 Congregate Care,LONG-TERM CARE HOME,17
2021-02-13,1 Congregate Care,RETIREMENT HOME,7
2021-02-13,2 Congregate Living,CORRECTIONAL FACILITY,9
2021-02-13,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,7
2021-02-13,2 Congregate Living,SHELTER,12
2021-02-13,3 Education,CHILD CARE,8
2021-02-13,3 Education,SCHOOL - ELEMENTARY,2
2021-02-13,4 Workplace,MEDICAL/HEALTH SERVICE,5
2021-02-13,4 Workplace,RETAIL,5
2021-02-13,4 Workplace,WORKPLACE - FARM,2
2021-02-13,4 Workplace,WORKPLACE - FOOD PROCESSING,3
2021-02-13,4 Workplace,WORKPLACE - OTHER,47
2021-02-13,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-13,5 Recreational,OTHER RECREATION,39
2021-02-14,1 Congregate Care,HOSPITAL,12
2021-02-14,1 Congregate Care,LONG-TERM CARE HOME,11
2021-02-14,1 Congregate Care,RETIREMENT HOME,5
2021-02-14,2 Congregate Living,CONGREGATE OTHER,1
2021-02-14,2 Congregate Living,CORRECTIONAL FACILITY,6
2021-02-14,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,17
2021-02-14,2 Congregate Living,SHELTER,31
2021-02-14,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-02-14,3 Education,CHILD CARE,5
2021-02-14,3 Education,SCHOOL - ELEMENTARY,3
2021-02-14,3 Education,SCHOOL - POST-SECONDARY,1
2021-02-14,3 Education,SCHOOL - SECONDARY,3
2021-02-14,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-14,4 Workplace,RETAIL,3
2021-02-14,4 Workplace,WORKPLACE - OTHER,39
2021-02-14,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-14,5 Recreational,OTHER RECREATION,20
2021-02-15,1 Congregate Care,HOSPITAL,13
2021-02-15,1 Congregate Care,LONG-TERM CARE HOME,7
2021-02-15,1 Congregate Care,RETIREMENT HOME,6
2021-02-15,2 Congregate Living,CONGREGATE OTHER,2
2021-02-15,2 Congregate Living,CORRECTIONAL FACILITY,4
2021-02-15,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,20
2021-02-15,2 Congregate Living,SHELTER,7
2021-02-15,3 Education,CHILD CARE,15
2021-02-15,3 Education,SCHOOL - ELEMENTARY,6
2021-02-15,3 Education,SCHOOL - SECONDARY,2
2021-02-15,4 Workplace,MEDICAL/HEALTH SERVICE,3
2021-02-15,4 Workplace,RETAIL,5
2021-02-15,4 Workplace,WORKPLACE - FARM,2
2021-02-15,4 Workplace,WORKPLACE - FOOD PROCESSING,3
2021-02-15,4 Workplace,WORKPLACE - OTHER,39
2021-02-15,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-15,5 Recreational,OTHER RECREATION,7
2021-02-16,1 Congregate Care,HOSPITAL,7
2021-02-16,1 Congregate Care,LONG-TERM CARE HOME,18
2021-02-16,1 Congregate Care,RETIREMENT HOME,2
2021-02-16,2 Congregate Living,CORRECTIONAL FACILITY,12
2021-02-16,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,6
2021-02-16,2 Congregate Living,SHELTER,20
2021-02-16,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,1
2021-02-16,3 Education,CHILD CARE,8
2021-02-16,3 Education,SCHOOL - ELEMENTARY,7
2021-02-16,3 Education,SCHOOL - SECONDARY,2
2021-02-16,4 Workplace,MEDICAL/HEALTH SERVICE,1
2021-02-16,4 Workplace,RETAIL,2
2021-02-16,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-02-16,4 Workplace,WORKPLACE - OTHER,36
2021-02-16,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,3
2021-02-16,5 Recreational,OTHER RECREATION,33
2021-02-16,6 Other/Unknown,UNKNOWN,1
2021-02-17,1 Congregate Care,HOSPITAL,18
2021-02-17,1 Congregate Care,LONG-TERM CARE HOME,15
2021-02-17,1 Congregate Care,RETIREMENT HOME,8
2021-02-17,2 Congregate Living,CONGREGATE OTHER,1
2021-02-17,2 Congregate Living,CORRECTIONAL FACILITY,13
2021-02-17,2 Congregate Living,GROUP HOME/SUPPORTIVE HOUSING,6
2021-02-17,2 Congregate Living,SHELTER,9
2021-02-17,2 Congregate Living,SHORT-TERM ACCOMMODATIONS,2
2021-02-17,3 Education,CHILD CARE,3
2021-02-17,3 Education,SCHOOL - ELEMENTARY,9
2021-02-17,3 Education,SCHOOL - ELEMENTARY/SECONDARY,1
2021-02-17,3 Education,SCHOOL - SECONDARY,2
2021-02-17,4 Workplace,WORKPLACE - FARM,1
2021-02-17,4 Workplace,WORKPLACE - FOOD PROCESSING,2
2021-02-17,4 Workplace,WORKPLACE - OTHER,35
2021-02-17,5 Recreational,BAR/RESTAURANT/NIGHTCLUB,4
2021-02-17,5 Recreational,OTHER RECREATION,12
